"","locationName","lat","long"
"536","nova",41.3329867,21.5393309
"537","Hoboken, NJ",40.7439905,-74.0323626
"538","Denver Harbor ",29.7700369,-95.2945694
"539","Saskatoon",52.1332144,-106.6700458
"540","se washington dc/greensboro nc",36.0696222,-79.787001
"541","Where the Wild Things are",53.6823877,-2.7021047
"542","Baltimore",39.2903848,-76.6121893
"543","New York, USA",40.7127837,-74.0059413
"544","earth",34.2331373,-102.4107493
"545","Brasil",-14.235004,-51.92528
"546","Heart in Philly",39.9568501,-75.1996261
"547","Atlanta & Worldwide",33.7489954,-84.3879824
"548","qc ",52.9399159,-73.5491361
"549","Pakistan ",30.375321,69.345116
"550","Iowa, USA",41.8780025,-93.097702
"551","Easton, PA",40.688432,-75.2207323
"552","Queens, NY",40.7282239,-73.7948516
"553","yee ",37.7972621,-122.407124
"554","Miami,fl/South Beach",25.7826123,-80.1340772
"555","Beaver Falls, PA",40.7520097,-80.3192295
"556","Dallas|New York| London ",41.378972,-72.1056514
"557","G.O.A.T.",48.3705449,10.89779
"558","Vail, Colorado",39.6402638,-106.3741955
"559","NYC",40.7127837,-74.0059413
"560","Cloud 9",44.9012479,-93.4029398
"561","Pittsburgh",40.4406248,-79.9958864
"562","Puerto Rico",18.220833,-66.590149
"563","North Arlington, NJ",40.788434,-74.1331988
"564","aqui mesmo",-15.8226869,-48.0897329
"565","United States",37.09024,-95.712891
"566","Republic of the Philippines",12.879721,121.774017
"567","Kingdom of St. Louis",38.7510941,-90.2542666
"568","Visit me ",43.656721,-70.250557
"569","New Britain, CT",41.6612104,-72.7795419
"570","Iowa, USA",41.8780025,-93.097702
"571","Montclair, CA ?",34.0775104,-117.6897776
"572","Republica Dominicana/Dom. Rep.",18.735693,-70.162651
"573","New York, NY",40.7127837,-74.0059413
"574","London, England",51.5073509,-0.1277583
"575","Hong Kong",22.396428,114.109497
"576","St. Louis",38.6270025,-90.1994042
"577","At Work",27.5759792,-99.4672613
"578","São Paulo",-23.5505199,-46.6333094
"579","Sephora",37.7849105,-122.4082053
"580","Bayou City",29.7477273,-95.3908014
"581","Houston, TX",29.7604267,-95.3698028
"582","United States",37.09024,-95.712891
"583","Orange Park, FL",30.1660736,-81.706484
"584","Toronto, Canada",43.653226,-79.3831843
"585","Miami, Florida",25.7616798,-80.1917902
"586","Queens, NY",40.7282239,-73.7948516
"587","Young, Wild, American",44.155342,-89.1665395
"588","Brooklyn, New York",40.6781784,-73.9441579
"589","6IX",43.67,-79.3898585
"590","University of Texas at Austin",30.2849185,-97.7340567
"591","New York",40.7127837,-74.0059413
"592","Greensboro, NC",36.0726354,-79.7919754
"593","everywhere",33.7589188,-84.3640829
"594","Kuala Lumpur",3.139003,101.686855
"595","Oklahoma City",35.4675602,-97.5164276
"596","My pillow fort",32.7400335,-97.4356492
"597","wrestling & pop culture",38.919519,-104.790155
"598","40.750482, -73.993378",40.75048,-73.993384
"599","Nigeria",9.081999,8.675277
"600","Forest Hills Drive",35.0852159,-78.922838
"601","Pittsburgh",40.4406248,-79.9958864
"602","Washington, USA",47.7510741,-120.7401386
"603","Fort Wayne, IN",41.079273,-85.1393513
"604","Palembang, South Sumatra",-2.9760735,104.7754307
"605","Texas, USA",31.9685988,-99.9018131
"606","Toronto, ON",43.653226,-79.3831843
"607","Mauritius",-20.348404,57.552152
"608","austin, tx",30.267153,-97.7430608
"609","England",52.3555177,-1.1743197
"610","wsc atlanta",33.7485781,-84.3905739
"611","loco",34.3292549,-97.6811407
"612","New York, NY",40.7127837,-74.0059413
"613","RJ",-22.9068467,-43.1728965
"614","The dump",41.8367362,-88.0139996
"615","Singapore",1.352083,103.819836
"616","Arizona, USA",34.0489281,-111.0937311
"617","Perryville, mo",37.7242202,-89.8612196
"618","The Catalina Wine Mixer",33.3878856,-118.4163103
"619","Lubbock, TX",33.5778631,-101.8551665
"620","vijayawada",16.5061743,80.6480153
"621","Singapore",1.352083,103.819836
"622","Rocky Mountain Empire.",39.584116,-104.8071182
"623","Boston",42.3600825,-71.0588801
"624","Chicagoland",41.7435073,-88.0118473
"625","new york",40.7127837,-74.0059413
"626","Somewhere over the Rainbow",40.7882723,-80.1436057
"627","Henderson, KY",37.8361538,-87.5900134
"628","Houston, Texas",29.7604267,-95.3698028
"629","New England",43.9653889,-70.8226541
"630","Omaha, NE",41.2523634,-95.9979883
"631","paradise city",36.0971945,-115.1466648
"632","New York, USA",40.7127837,-74.0059413
"633"," ( <U+0361>° <U+035C><U+0296> <U+0361>°)",51.0649452,17.0362674
"634","Los Angeles, CA",34.0522342,-118.2436849
"635","Costa Rica ",9.748917,-83.753428
"636","long island n.y",40.789142,-73.134961
"637","Sydney",-33.8688197,151.2092955
"638","Airport",45.5897694,-122.5950942
"639","Brasil",-14.235004,-51.92528
"640","Mobius",38.9519727,-92.3356821
"641","PA",41.2033216,-77.1945247
"642","Ontario",51.253775,-85.3232139
"643","Sucre, Bolivia",-19.0195852,-65.2619615
"644","Boston, USA",42.3600825,-71.0588801
"645","Houston, TX",29.7604267,-95.3698028
"646","Long Island, NY",40.789142,-73.134961
"647","The City of Townsville",-19.2589635,146.8169483
"648","welcome to Boston",42.308848,-71.055892
"649","Ontario, Canada ",51.253775,-85.3232139
"650","Georgetown, MA",42.7250918,-70.9911659
"651","United States",37.09024,-95.712891
"652","CranberryTownship PA",40.6849626,-80.1071379
"653","Southlake Tx",32.9412363,-97.1341783
"654","Tokyo<U+3002>Japan.",35.6894875,139.6917064
"655","New Jersey, USA",40.0583238,-74.4056612
"656","Oslo, Norway and WorldWide! ",59.9119252,10.7360507
"657","New York, NY",40.7127837,-74.0059413
"658","Nueva York, USA",40.7127837,-74.0059413
"659","Arizona, USA",34.0489281,-111.0937311
"660","Alabama, USA",32.3182314,-86.902298
"661","Houston, TX",29.7604267,-95.3698028
"662","new orleans stlouis maryland",29.9579735,-90.0637281
"663","Sayreville, NJ",40.4594021,-74.360846
"664","Atlanta ",33.7489954,-84.3879824
"665","Rochester",43.16103,-77.6109219
"666","Taco land ",29.4448816,-98.4816846
"667","The Endzone",28.1219473,-81.975299
"668","bay area",37.8271784,-122.2913078
"669","Beacon, NY",41.5048158,-73.9695832
"670","Smile & be happy",49.227717,31.852233
"671","San Antonio, TX",29.4241219,-98.4936282
"672","New Hampshire, USA",43.1938516,-71.5723953
"673","Toronto",43.653226,-79.3831843
"674","Springfield, USA",42.1014831,-72.589811
"675","Spring Hill, KS",38.7430645,-94.8255166
"676","Minnesota, USA",46.729553,-94.6858998
"677","Belo Horizonte/Betim",-19.9166813,-43.9344931
"678","Sao Paulo, Brazil",-23.5505199,-46.6333094
"679","chicago :)",41.8781136,-87.6297982
"680","Las Vegas, NV",36.1699412,-115.1398296
"681","Massachusetts, USA",42.4072107,-71.3824374
"682","Worcester, MA",42.2625932,-71.8022934
"683","Polk st. Riverside, CA",33.9105678,-117.4711384
"684","Clare, Michigan USA",43.8194703,-84.7686281
"685","Southampton, MA",42.2292572,-72.7300929
"686","Miami/Fort Lauderdale, Fl",26.0993883,-80.1343301
"687","North Carolina",35.7595731,-79.0192997
"688","Henderson, NV",36.0395247,-114.9817213
"689","New England, NE",43.9653889,-70.8226541
"690","Atlanta, GA",33.7489954,-84.3879824
"691","Campinas, São Paulo/Brasil",-22.9099384,-47.0626332
"692","Australia",-25.274398,133.775136
"693","California, USA",36.778261,-119.4179324
"694","Buenos Aires, Argentina",-34.6036844,-58.3815591
"695","Canada",56.130366,-106.346771
"696","NE Ohio",40.4172871,-82.907123
"697","North Central Washington",46.8877373,-124.1104234
"698","bay area / satx",29.3620342,-98.4784533
"699","colombia",4.570868,-74.297333
"700","Marysville, OH",40.2364486,-83.3671432
"701","CANADA, St. Albert ",53.6304753,-113.625642
"702","México",23.634501,-102.552784
"703","San Diego, CA",32.715738,-117.1610838
"704","Puerto Rico & San Antonio, TX",18.220833,-66.590149
"705","rooftop",40.7441552,-73.9883856
"706","Planet Earth",41.909611,-87.771964
"707","In your area",9.3649252,78.810972
"708","Dallas, Tx",32.7766642,-96.7969879
"709","Texas, USA",31.9685988,-99.9018131
"710","Pittsburgh, PA",40.4406248,-79.9958864
"711","Seacoast, NH",43.0751946,-70.760349
"712","Foxboro, MA",42.0653812,-71.2478251
"713","Miami, FL",25.7616798,-80.1917902
"714","Colorado, USA",39.5500507,-105.7820674
"715","King, NC",36.2806939,-80.3592197
"716","USA",37.09024,-95.712891
"717","Rio de Janeiro, Brasil",-22.9068467,-43.1728965
"718","Nebraska, USA",41.4925374,-99.9018131
"719","Texas",31.9685988,-99.9018131
"720","Mex",19.4968732,-99.7232673
"721","Ohio",40.4172871,-82.907123
"722","43.301279,-2.011885",43.3013101,-2.0115083
"723","Foxborough, Massachusetts",42.0653812,-71.2478251
"724","Tokyo, Japan",35.6894875,139.6917064
"725","Ahead of the Rest",32.954307,-97.385945
"726","Oak Lawn, Il ",41.719978,-87.7479528
"727","Twin Cities, MN",44.9374831,-93.2009998
"728","United States",37.09024,-95.712891
"729","Atlanta, GA",33.7489954,-84.3879824
"730","Albuquerque, NM",35.0853336,-106.6055534
"731","Internet",33.4926777,-112.1221652
"732","Ireland",53.1423672,-7.6920536
"733","Brasil",-14.235004,-51.92528
"734","the underground railroad",39.1275396,-77.0250233
"735","Manila",14.5995124,120.9842195
"736","London",51.5073509,-0.1277583
"737","Canberra, Australia",-35.2809368,149.1300092
"738"," USA",37.09024,-95.712891
"739","TENNESSEE / NOLA",29.948954,-90.0743769
"740","São Paulo",-23.5505199,-46.6333094
"741","Carolina",18.3807819,-65.9573872
"742","United States",37.09024,-95.712891
"743","Wisconsin, USA",43.7844397,-88.7878678
"744","Salt Lake City, UT",40.7607793,-111.8910474
"745","Albany, Ga.",31.5785074,-84.155741
"746","Minford, Ohio",38.8590595,-82.8619549
"747","Amelia court house, Virginia",37.3426037,-77.9805478
"748","Afternoon",42.2796363,-83.7463057
"749","New York, England",53.079011,-0.1378359
"750","Los Angeles",34.0522342,-118.2436849
"751","London, England",51.5073509,-0.1277583
"752","Indiana, USA",40.2671941,-86.1349019
"753","Temple, TX",31.0982344,-97.342782
"754","Costa Rica",9.748917,-83.753428
"755","NFL & Worldwide",40.7577029,-73.9723758
"756","New Jersey, USA",40.0583238,-74.4056612
"757","Lake Farquar, MN",44.7588698,-93.1641611
"758","Los Angeles/New York",34.0483215,-118.2548493
"759","Buzz City ",-33.91887,18.42189
"760","Santa Fe, NM",35.6869752,-105.937799
"761","Lincolnton, NC",35.473745,-81.2545251
"762","The Bayou",40.623047,-75.3646082
"763","Cary NC",35.79154,-78.7811169
"764","Charlotte NC",35.2270869,-80.8431267
"765","Phila ",39.9525839,-75.1652215
"766","Alexandria, VA",38.8048355,-77.0469214
"767","Kuala Lumpur, Malaysia",3.139003,101.686855
"768","St Louis, MO",38.6270025,-90.1994042
"769","Denver, CO",39.7392358,-104.990251
"770","Houston, TX",29.7604267,-95.3698028
"771","Massachusetts, USA",42.4072107,-71.3824374
"772","Brasil",-14.235004,-51.92528
"773","World",32.940444,-97.1060202
"774","Maryland, USA",39.0457549,-76.6412712
"775","Houston, TX",29.7604267,-95.3698028
"776","United States",37.09024,-95.712891
"777","raincity",-6.5971469,106.8060388
"778","japan",36.204824,138.252924
"779","Canada",56.130366,-106.346771
"780","Sugar Land, TX",29.6196787,-95.6349463
"781","Washington DC",38.9071923,-77.0368707
"782","Nacogdoches, TX",31.6035129,-94.6554874
"783","MIAMI, FL",25.7616798,-80.1917902
"784","where the koala bears at",38.8140693,-90.8889788
"785","Tallahassee, FL",30.4382559,-84.2807329
"786","Lewisville, TX",33.046233,-96.994174
"787","santiago ",-33.4488897,-70.6692655
"788","Lynn, MA",42.466763,-70.9494938
"789","Seaside, CA",36.6149217,-121.822098
"790","<U+041A><U+0440><U+044B><U+043C>",44.952117,34.102417
"791","Detroit, MI",42.331427,-83.0457538
"792","Jordan MT",47.320834,-106.9100663
"793","Los Angeles, CA",34.0522342,-118.2436849
"794","Quincy, MA",42.2528772,-71.0022705
"795","San Bernardino, CA",34.1083449,-117.2897652
"796","Saginaw Michigan 1803 ",43.432899,-83.949929
"797","Dallas, TX",32.7766642,-96.7969879
"798","Foxborough, MA",42.0653812,-71.2478251
"799","St Jacobs, Ontario",43.5401215,-80.5535235
"800","Elmwood Park, NJ",40.9039878,-74.118476
"801","United States",37.09024,-95.712891
"802","RoCo",-15.433333,40.333333
"803","Brooklyn, NY",40.6781784,-73.9441579
"804","Chicago",41.8781136,-87.6297982
"805","Alabama, USA",32.3182314,-86.902298
"806","La Costa, Buenos Aires",-36.7376124,-56.6850587
"807","Porto Velho, Brasil",-8.7611605,-63.9004303
"808","Bengaluru, India",12.9715987,77.5945627
"809","In the gutter",37.518145,-77.614517
"810","Wonderland",42.4136428,-70.9915997
"811","United States",37.09024,-95.712891
"812","Houston, TX",29.7604267,-95.3698028
"813","Ottawa, Canada",45.4215296,-75.6971931
"814","Valencia, CA",34.456151,-118.5713823
"815","Justin, TX",33.0848442,-97.2961286
"816","Brasil",-14.235004,-51.92528
"817","she / her",44.788241,20.4397566
"818","Utah",39.3209801,-111.0937311
"819","Mayonnaise Land",34.1129866,-118.2108671
"820","Pennsylvania, USA",41.2033216,-77.1945247
"821","Canonsburg, PA",40.2625702,-80.1872797
"822","Acapulco, Mexico",16.8531086,-99.8236533
"823","Serrinha, Brasil",-11.6577666,-39.0094642
"824","Sydney, NSW",-33.8688197,151.2092955
"825","Burligton coat factory",40.7427053,-73.9931761
"826","Los Angeles, CA",34.0522342,-118.2436849
"827","Wheeling, WV",40.0639616,-80.7209149
"828","the  burg",52.2709013,11.8553502
"829","STUCK IN COLUMBIA,SC",34.0292337,-81.0336105
"830","United States",37.09024,-95.712891
"831","Fort Myers",26.640628,-81.8723084
"832","Southwest Ohio",40.4172871,-82.907123
"833","New Jersey ",40.0583238,-74.4056612
"834","Bedford, MA",42.4906231,-71.2760089
"835","Foxborough, MA",42.0653812,-71.2478251
"836","North York",43.7615377,-79.4110794
"837","Valparaiso, IN",41.4730948,-87.0611412
"838","Kansas, USA",39.011902,-98.4842465
"839","The Moon",40.5169767,-80.2213477
"840","Atlanta, GA",33.7489954,-84.3879824
"841","Rio de Janeiro, Brasil",-22.9068467,-43.1728965
"842","Iowa City, Iowa",41.6611277,-91.5301683
"843","Texas, USA",31.9685988,-99.9018131
"844","New York, NY",40.7127837,-74.0059413
"845","Montréal, Québec",45.5016889,-73.567256
"846","Bi-ami",42.5684663,-83.8089895
"847","York, Pa",39.9625984,-76.727745
"848","San Mateo, CA",37.5629917,-122.3255254
"849","São Luís",-2.5391099,-44.2829046
"850","216 ",32.400126,-104.195846
"851","New York, USA",40.7127837,-74.0059413
"852","wahoowa",38.0335529,-78.5079772
"853","London, England",51.5073509,-0.1277583
"854","The B to Baton Rouge",30.3592421,-91.023414
"855","Los Angeles, CA",34.0522342,-118.2436849
"856","Phoenix",33.4483771,-112.0740373
"857","Charlotte, NC",35.2270869,-80.8431267
"858","Colorado Springs, CO",38.8338816,-104.8213634
"859","RGV",26.162872,-97.887797
"860","Bergen County, New Jersey",40.9262762,-74.07701
"861","Boston, MA",42.3600825,-71.0588801
"862","Dallas, TX",32.7766642,-96.7969879
"863","badlands",43.8553804,-102.3396912
"864","Baltimore, Maryland",39.2903848,-76.6121893
"865","Chicago, IL",41.8781136,-87.6297982
"866","Berlin, Germany",52.5200066,13.404954
"867","Washington, DC / NYC / London",38.9008973,-77.0262906
"868","Oakland, CA",37.8043637,-122.2711137
"869","914",39.8557016,-77.6630856
"870","Denver,  Colorado",39.7392358,-104.990251
"871","California, USA",36.778261,-119.4179324
"872","Illinois,USA",40.6331249,-89.3985283
"873","rio de janeiro",-22.9068467,-43.1728965
"874","UTSA",29.5830244,-98.6207675
"875","Paraguay",-23.442503,-58.443832
"876","Sanford, NC",35.4798757,-79.1802994
"877","Kota, India",25.2138156,75.8647527
"878","Delray Beach, FL",26.4614625,-80.0728201
"879","Melbourne",-37.813611,144.963056
"880","North Carolina, USA",35.7595731,-79.0192997
"881","King, NC",36.2806939,-80.3592197
"882","Chicago",41.8781136,-87.6297982
"883","NORTH AMERICA/EUROPE",51.4362036,5.9792472
"884","USA",37.09024,-95.712891
"885","10 East Belcher Rd. Foxborough",42.0621676,-71.2287036
"886","Long Beach, CA",33.7700504,-118.1937395
"887","Georgia",32.1656221,-82.9000751
"888","SC",33.836081,-81.1637245
"889","Norfolk, VA",36.8507689,-76.2858726
"890","Green Bay",44.519159,-88.019826
"891","704",39.6676033,-104.9395637
"892","Washington, DC",38.9071923,-77.0368707
"893","Toronto ",43.653226,-79.3831843
"894","845",32.041565,-92.1354309
"895","Manaus, Brasil",-3.1190275,-60.0217314
"896","San Diego, CA",32.715738,-117.1610838
"897","Georgia, USA",32.1656221,-82.9000751
"898","Toronto",43.653226,-79.3831843
"899","Dallas, TX",32.7766642,-96.7969879
"900","Atlanta, GA",33.7489954,-84.3879824
"901","Seattle, WA",47.6062095,-122.3320708
"902","Pennsylvania",41.2033216,-77.1945247
"903","Georgia, United States",32.1656221,-82.9000751
"904","United States",37.09024,-95.712891
"905","Thailand",15.870032,100.992541
"906","Des Moines, IA",41.6005448,-93.6091064
"907","Czarnia",53.3559413,21.1945343
"908","New York, NY",40.7127837,-74.0059413
"909","outerspace",41.3539107,-72.9252738
"910","Red Hill, PA",40.3728778,-75.4810131
"911","Lexington SC",33.9815369,-81.2362107
"912","Milly",40.7724058,-73.9651629
"913","Singapore",1.352083,103.819836
"914","Chandigarh, India",30.7333148,76.7794179
"915","Los Angeles, California",34.0522342,-118.2436849
"916","United States",37.09024,-95.712891
"917","Louisiana, USA",30.9842977,-91.9623327
"918","United States",37.09024,-95.712891
"919","Braintree, MA",42.2079017,-71.0040013
"920","Louisiana, USA",30.9842977,-91.9623327
"921","Arkham Asylum",41.5226257,-72.0883141
"922","Toronto",43.653226,-79.3831843
"923","On A Mission",34.0967758,-117.718071
"924","Jersey",49.214439,-2.13125
"925","Eastern Sea Board <U+2693><U+FE0F>",33.7579435,-84.3514038
"926","Greensboro, GA",33.5756831,-83.1823789
"927","San Diego, CA",32.715738,-117.1610838
"928","The 6 ",31.7889901,-97.5804767
"929","18",40.350434,-74.285247
"930","Harrisonburg, VA",38.4495688,-78.8689155
"931","Mentone, AL",34.5795282,-85.5905204
"932","Vancouver, Canada",49.2827291,-123.1207375
"933","Heaven",30.6735749,-96.373747
"934","Fort Myers Florida",26.640628,-81.8723084
"935","Castle Byers",40.9735932,-80.3491141
"936","Boston",42.3600825,-71.0588801
"937","Mexico",23.634501,-102.552784
"938","Arkansas, USA",35.20105,-91.8318334
"939","FBI ",38.8955742,-77.0249366
"940","Murfreesboro, TN",35.8456213,-86.39027
"941","...not too far away...",42.726053,-88.5424226
"942","Los Angeles",34.0522342,-118.2436849
"943","The Kingdom of God",41.421538,-75.6298279
"944","Vancouver,Canada",49.2827291,-123.1207375
"945","Atlanta, GA",33.7489954,-84.3879824
"946","Adelaide, South Australia",-34.9284989,138.6007456
"947","Sydney, New South Wales",-33.8688197,151.2092955
"948","Wrentham, MA",42.0667652,-71.3281114
"949","Fishers, Indiana",39.9567548,-86.01335
"950","New York, USA",40.7127837,-74.0059413
"951","Lewiston, ME",44.100351,-70.2147764
"952","Virgin Islands, U.S.",18.335765,-64.896335
"953","Grand Rapids, MI, USA",42.9633599,-85.6680863
"954","Pittsburgh, PA",40.4406248,-79.9958864
"955","Jequitinhonha, MG,Brasil",-16.4510937,-41.0394028
"956","NYC-area ",40.6045525,-74.1199014
"957","Oaxaca Mexico",17.0686305,-96.7219034
"958","United States",37.09024,-95.712891
"959","Alaska",64.2008413,-149.4936733
"960","Seattle, WA",47.6062095,-122.3320708
"961","chicago",41.8781136,-87.6297982
"962","Denver ",39.7392358,-104.990251
"963","la concha de tu vieja",67.4567802,86.6416545
"964","Sioux City, IA",42.4999942,-96.4003069
"965","United States",37.09024,-95.712891
"966","Atlanta, GA",33.7489954,-84.3879824
"967","Birmingham, United Kingdom",52.486243,-1.890401
"968","BC, Canada",53.7266683,-127.6476206
"969","Brussels, Belgium",50.8503396,4.3517103
"970","Canada, Hamilton ",43.2557206,-79.8711024
"971","Hokes Bluff, AL ",33.9981546,-85.8663574
"972","United States, West Virginia",38.5976262,-80.4549026
"973","Foxborough, MA",42.0653812,-71.2478251
"974","Manaus, Amazonas",-3.1190275,-60.0217314
"975","Atlanta",33.7489954,-84.3879824
"976","São Paulo",-23.5505199,-46.6333094
"977","Ontario, Canada",51.253775,-85.3232139
"978","Dub-C ",44.2817486,17.7135014
"979","Clinton, MA",42.4167635,-71.6829081
"980","Honduras, San Pedro Sula",15.5149204,-87.9922684
"981","Miami, FL",25.7616798,-80.1917902
"982","Harrogate, TN",36.5823046,-83.6568579
"983","United States",37.09024,-95.712891
"984","Ukhrul,Manipur,India",24.9320611,94.479976
"985","Florida, USA",27.6648274,-81.5157535
"986","Kelowna, BC",49.8879519,-119.4960106
"987","MV 914",32.2807454,-109.3567638
"988","215",36.023617,-115.0962998
"989","VA / NJ",40.7527093,-74.2359072
"990","Green, OH ",40.9458898,-81.4831714
"991","London, England",51.5073509,-0.1277583
"992","Holmdel, NJ",40.3451095,-74.1840322
"993","Chicago, IL",41.8781136,-87.6297982
"994","htx",40.8212188,-73.2519376
"995","Lebrija",36.9197889,-6.0758624
"996","West Philadelphia, PA",39.9757092,-75.2128996
"997","Gravataí, RS",-29.942289,-50.9907877
"998","AT&T Stadium, TX",47.516231,14.550072
"999","Virginia Beach, VA",36.8529263,-75.977985
"1000","Argentina",-38.416097,-63.616672
"1001","United Kingdom, London",51.5073509,-0.1277583
"1002","Las Vegas, NV",36.1699412,-115.1398296
"1003","Tijuana",32.5149469,-117.0382471
"1004","San Francisco, CA | Oslo, NO",37.76686,-122.4219175
"1005","Decatur Georgia",33.7748275,-84.2963123
"1006","Houston, Texas",29.7604267,-95.3698028
"1007","215 - 202",15.6576983,103.7724232
"1008","Canada",56.130366,-106.346771
"1009","Canada",56.130366,-106.346771
"1010","Toulouse ",43.604652,1.444209
"1011","Michigan, USA",44.3148443,-85.6023643
"1012","New Jersey",40.0583238,-74.4056612
"1013","Boston, MA",42.3600825,-71.0588801
"1014","New York, NY",40.7127837,-74.0059413
"1015","Ireland",53.1423672,-7.6920536
"1016","Ireland",53.1423672,-7.6920536
"1017","Florida, USA",27.6648274,-81.5157535
"1018","Plainview, NY",40.7764882,-73.4673454
"1019","NJ",40.0583238,-74.4056612
"1020","Boston, Massachusetts",42.3600825,-71.0588801
"1021","Bakersfield, CA",35.3732921,-119.0187125
"1022","New Orleans, LA",29.9510658,-90.0715323
"1023","Romans 12:2",37.0841423,-86.7045336
"1024","Altamonte Springs, FL",28.6611089,-81.3656242
"1025","Farmville, VA",37.3020965,-78.3919401
"1026","Uxbridge, MA",42.0772429,-71.6302532
"1027","UNITED STATES OF AMERICA",37.09024,-95.712891
"1028","OH-NY-NJ-PA",40.2897815,-74.2876618
"1029","Maryland, USA",39.0457549,-76.6412712
"1030","Scotland, United Kingdom",56.4906712,-4.2026458
"1031","San Jose, Costa Rica",9.9280694,-84.0907246
"1032","East Region, Singapore",1.3614591,103.8387689
"1033","Detroit, MI",42.331427,-83.0457538
"1034","Georgia, USA",32.1656221,-82.9000751
"1035","Houston, TX",29.7604267,-95.3698028
"1036","Boston",42.3600825,-71.0588801
"1037","Pittsburgh, PA",40.4406248,-79.9958864
"1038","Camberley",51.3353899,-0.742856
"1039","Singapore",1.352083,103.819836
"1040","Massachusetts, USA",42.4072107,-71.3824374
"1041","Florida, USA",27.6648274,-81.5157535
"1042","Atlanta, GA",33.7489954,-84.3879824
"1043","Georgia, USA",32.1656221,-82.9000751
"1044","Maryland, USA",39.0457549,-76.6412712
"1045","Marlton Nj",39.8912248,-74.9218324
"1046","Bellevue, WA",47.6101497,-122.2015159
"1047","Port Arthur, Texas",29.8849504,-93.939947
"1048","Baton Rouge, LA",30.4582829,-91.1403196
"1049","Rouen, France",49.443232,1.099971
"1050","Orland Hills, IL",41.5853107,-87.8431078
"1051","Haus of Gaga",19.4121597,-99.1712821
"1052","Paradise",39.7596061,-121.6219177
"1053","USA",37.09024,-95.712891
"1054","Georgia",32.1656221,-82.9000751
"1055","Estados Unidos",37.09024,-95.712891
"1056","México, Distrito Federal",19.4326077,-99.133208
"1057","Los Angeles, CA",34.0522342,-118.2436849
"1058","ImRightHere",51.3691896,-1.1189112
"1059","SMTX",50.8388347,5.7154566
"1060","Denver.",39.7392358,-104.990251
"1061","Houston, TX",29.7604267,-95.3698028
"1062","Paraguay - Itauguá ",-25.4106487,-57.3609511
"1063","Atlanta GA",33.7489954,-84.3879824
"1064","Everywhere & Nowhere",33.7589188,-84.3640829
"1065","Mexico",23.634501,-102.552784
"1066","United States",37.09024,-95.712891
"1067","Los Angeles",34.0522342,-118.2436849
"1068","Bogotá, D.C., Colombia",4.7109886,-74.072092
"1069","207",29.763138,-81.4605271
"1070","Silicon Valley, CA",37.387474,-122.0575434
"1071","syracuse ,  york",43.0481221,-76.1474244
"1072","Narnia",37.4200507,-122.1750657
"1073","Atlanta, GA",33.7489954,-84.3879824
"1074","NJ All Day ",39.4746823,-74.5956416
