"","lat","long","x"
"407",44.7630567,-85.6206317,1
"408",44.3148443,-85.6023643,10
"409",34.5795282,-85.5905204,1
"410",40.4755974,-85.4944168,1
"411",32.6098566,-85.4807825,1
"412",43.6936494,-85.4806616,1
"413",34.9228546,-85.415238,1
"414",51.253775,-85.3232139,4
"415",34.1674228,-85.2528472,1
"416",34.257038,-85.1646726,2
"417",41.079273,-85.1393513,2
"418",33.000298,-85.046327,1
"419",43.8194703,-84.7686281,1
"420",33.8595491,-84.683824,1
"421",34.0234337,-84.6154897,1
"422",39.1050352,-84.5484209,1
"423",33.8412933,-84.5238215,1
"424",39.1031182,-84.5120196,4
"425",38.0405837,-84.5037164,1
"426",33.7541215,-84.4918471,1
"427",42.7369792,-84.4838654,3
"428",33.7485781,-84.3905739,1
"429",33.7517203,-84.389955,1
"430",33.7489954,-84.3879824,48
"431",33.7123595,-84.3844304,1
"432",33.7589188,-84.3640829,7
"433",33.7579435,-84.3514038,1
"434",33.672252,-84.339681,1
"435",33.7748275,-84.2963123,2
"436",30.4382559,-84.2807329,1
"437",37.8393332,-84.2700179,2
"438",39.7589478,-84.1916069,2
"439",31.5785074,-84.155741,1
"440",34.2073196,-84.1401926,1
"441",40.742551,-84.1052256,2
"442",39.731067,-84.028839,1
"443",33.9190653,-84.0167423,1
"444",34.1140497,-83.9811014,3
"445",43.432899,-83.949929,1
"446",35.8022797,-83.9485191,1
"447",35.9606384,-83.9207392,2
"448",34.227602,-83.8843455,1
"449",40.2778934,-83.8408265,1
"450",42.5684663,-83.8089895,1
"451",42.2796363,-83.7463057,1
"452",42.2808256,-83.7430378,1
"453",36.5823046,-83.6568579,1
"454",32.8406946,-83.6324022,1
"455",42.2411499,-83.6129939,1
"456",41.6639383,-83.555212,2
"457",34.5187106,-83.5007265,1
"458",33.9480053,-83.3773221,1
"459",40.2364486,-83.3671432,1
"460",33.5756831,-83.1823789,1
"461",42.2142064,-83.1499239,1
"462",42.4876215,-83.1463699,1
"463",40.5886699,-83.1285242,1
"464",41.3559092,-83.1220074,1
"465",42.2355411,-83.1024769,1
"466",42.331427,-83.0457538,5
"467",42.334167,-83.0432783,1
"468",42.3329495,-83.0423977,1
"469",42.3170148,-83.0405258,1
"470",42.5144566,-83.0146526,1
"471",39.9611755,-82.9987942,7
"472",41.6268435,-82.9931607,1
"473",39.3331197,-82.9824019,1
"474",40.8083909,-82.9754649,1
"475",40.4172871,-82.907123,11
"476",32.1656221,-82.9000751,13
"477",42.4367034,-82.8768586,1
"478",38.8590595,-82.8619549,1
"479",34.6834382,-82.8373654,1
"480",28.2721895,-82.7256975,1
"481",28.3644485,-82.6934343,1
"482",38.5367471,-82.6829406,1
"483",39.7136754,-82.5993294,1
"484",28.452402,-82.594951,1
"485",40.6603544,-82.5521946,1
"486",27.3364347,-82.5306527,2
"487",40.75839,-82.5154471,1
"488",27.950575,-82.4571776,4
"489",27.9601884,-82.4443349,1
"490",28.0107088,-82.4354028,1
"491",27.9913443,-82.4137503,1
"492",40.0581205,-82.4012642,1
"493",29.6516344,-82.3248262,2
"494",27.937801,-82.2859247,1
"495",34.9387279,-82.2270568,1
"496",39.9403453,-82.0131924,1
"497",28.1219473,-81.975299,1
"498",33.088805,-81.9534815,1
"499",34.4782014,-81.9362738,1
"500",26.640628,-81.8723084,2
"501",41.4414366,-81.8643039,1
"502",40.2720151,-81.8595756,1
"503",32.4487876,-81.7831674,1
"504",28.5494447,-81.7728543,1
"505",28.0222435,-81.7328567,1
"506",41.0256101,-81.7298519,1
"507",30.1660736,-81.706484,1
"508",41.49932,-81.6943605,5
"509",30.3321838,-81.655651,2
"510",34.2745833,-81.6187178,1
"511",28.2616788,-81.6184078,1
"512",29.5968577,-81.5995922,1
"513",28.4187123,-81.5834428,1
"514",41.3931096,-81.5365094,1
"515",28.6934076,-81.5322149,1
"516",41.0814447,-81.5190053,1
"517",27.6648274,-81.5157535,15
"518",40.9458898,-81.4831714,1
"519",29.763138,-81.4605271,1
"520",37.2232316,-81.4498717,2
"521",28.440958,-81.41945,1
"522",28.6611089,-81.3656242,1
"523",33.2448733,-81.3587177,1
"524",28.5999998,-81.3392352,1
"525",28.5541125,-81.3223844,1
"526",35.473745,-81.2545251,1
"527",33.9815369,-81.2362107,1
"528",33.836081,-81.1637245,5
"529",34.0007104,-81.0348144,2
"530",34.0292337,-81.0336105,1
"531",29.1383165,-80.9956105,1
"532",35.0832014,-80.8922957,1
"533",35.2270869,-80.8431267,12
"534",36.4748759,-80.7738212,1
"535",41.8779691,-80.7491563,1
"536",40.0639616,-80.7209149,1
"537",35.5298608,-80.6681241,1
"538",41.0525588,-80.6078509,1
"539",41.732399,-80.5747389,1
"540",43.5401215,-80.5535235,1
"541",43.4642578,-80.5204096,1
"542",43.450301,-80.4831917,1
"543",38.5976262,-80.4549026,2
"544",25.7089512,-80.4380722,1
"545",26.1401767,-80.422191,1
"546",37.2295733,-80.4139393,1
"547",26.0964939,-80.3690806,1
"548",36.2806939,-80.3592197,2
"549",40.9735932,-80.3491141,1
"550",40.7520097,-80.3192295,1
"551",26.1669711,-80.256595,1
"552",40.5169767,-80.2213477,1
"553",36.109703,-80.1940463,1
"554",25.7616798,-80.1917902,12
"555",40.2625702,-80.1872797,1
"556",43.152667,-80.171591,1
"557",40.7882723,-80.1436057,1
"558",26.1224386,-80.1373174,1
"559",26.0993883,-80.1343301,1
"560",25.7826123,-80.1340772,1
"561",25.790654,-80.1300455,1
"562",26.2378597,-80.1247667,1
"563",40.6849626,-80.1071379,1
"564",26.4614625,-80.0728201,1
"565",26.552228,-80.055164,1
"566",40.4406248,-79.9958864,9
"567",39.629526,-79.9558968,2
"568",37.26843,-79.9555784,1
"569",32.7764749,-79.9310512,1
"570",43.2557206,-79.8711024,2
"571",41.3978358,-79.8314437,1
"572",36.0674908,-79.8098429,1
"573",36.0726354,-79.7919754,2
"574",36.0696222,-79.787001,1
"575",43.7315479,-79.7624177,1
"576",39.900076,-79.7164326,1
"577",40.4719008,-79.709343,1
"578",43.467517,-79.6876659,1
"579",43.5890452,-79.6441198,1
"580",43.6777176,-79.6248197,1
"581",43.8430176,-79.5394625,1
"582",43.8169837,-79.532157,4
"583",43.7615377,-79.4110794,1
"584",43.67,-79.3898585,1
"585",43.653226,-79.3831843,15
"586",43.6576585,-79.3788017,1
"587",44.0383744,-79.1999949,1
"588",35.4798757,-79.1802994,1
"589",35.9131996,-79.0558445,1
"590",43.2472768,-79.0500466,1
"591",35.7595731,-79.0192997,8
"592",33.7949658,-79.01173,1
"593",35.0852159,-78.922838,1
"594",42.8864468,-78.8783689,2
"595",38.4495688,-78.8689155,1
"596",35.79154,-78.7811169,1
"597",37.4315734,-78.6568942,2
"598",35.7795897,-78.6381787,1
"599",38.0335529,-78.5079772,1
"600",37.3020965,-78.3919401,1
"601",37.3426037,-77.9805478,1
"602",34.2257255,-77.9447102,1
"603",34.2324123,-77.9128615,1
"604",40.8147955,-77.8653126,1
"605",39.8557016,-77.6630856,1
"606",37.518145,-77.614517,1
"607",43.16103,-77.6109219,2
"608",35.2626635,-77.5816353,1
"609",38.7509488,-77.4752667,1
"610",37.5407246,-77.4360481,2
"611",38.8403909,-77.4288769,1
"612",38.8809451,-77.3008172,1
"613",38.927775,-77.216339,1
"614",39.1434406,-77.2013705,1
"615",38.8303905,-77.1963703,1
"616",41.2033216,-77.1945247,8
"617",39.0839973,-77.1527578,1
"618",38.8799697,-77.1067698,2
"619",38.8048355,-77.0469214,1
"620",38.9071923,-77.0368707,11
"621",38.8976763,-77.0365298,1
"622",38.9006143,-77.0351701,1
"623",38.9008973,-77.0262906,1
"624",39.1275396,-77.0250233,1
"625",38.8955742,-77.0249366,1
"626",38.8918119,-77.0007455,1
"627",38.8961195,-76.9996904,1
"628",38.9869183,-76.9425543,1
"629",38.9896967,-76.93776,1
"630",38.7651145,-76.8983059,1
"631",40.2555809,-76.8770788,1
"632",38.924397,-76.870644,1
"633",38.9582591,-76.860565,1
"634",38.8120491,-76.848868,1
"635",42.0897965,-76.8077338,1
"636",39.9625984,-76.727745,1
"637",39.1137602,-76.7267773,1
"638",39.0457549,-76.6412712,10
"639",39.2903848,-76.6121893,7
"640",39.2781619,-76.5487989,1
"641",39.0320554,-76.5027395,1
"642",42.4135212,-76.5009253,2
"643",36.8507689,-76.2858726,1
"644",43.0481221,-76.1474244,2
"645",36.8529263,-75.977985,3
"646",41.2459149,-75.8813075,1
"647",38.9047257,-75.8774747,1
"648",39.9831616,-75.8238355,1
"649",40.4481498,-75.7471373,1
"650",45.4215296,-75.6971931,2
"651",41.4187924,-75.6560278,1
"652",39.4754752,-75.6322646,1
"653",41.421538,-75.6298279,1
"654",39.774874,-75.5779318,1
"655",40.3728778,-75.4810131,1
"656",40.0707887,-75.4268251,1
"657",40.6259316,-75.3704579,1
"658",40.623047,-75.3646082,1
"659",39.7476136,-75.3104654,1
"660",39.8743959,-75.2424229,1
"661",43.100903,-75.232664,1
"662",40.688432,-75.2207323,1
"663",39.9757092,-75.2128996,1
"664",39.9568501,-75.1996261,1
"665",39.8318378,-75.1895576,1
"666",39.9525839,-75.1652215,9
"667",40.3101063,-75.1298939,1
"668",40.0647784,-74.9813015,1
"669",39.8912248,-74.9218324,1
"670",40.774716,-74.694929,2
"671",40.2305911,-74.6777458,1
"672",40.3572976,-74.6672226,1
"673",40.2162036,-74.6195327,1
"674",39.4746823,-74.5956416,1
"675",40.4525163,-74.4766712,1
"676",40.554887,-74.4642861,1
"677",39.3642834,-74.4229266,1
"678",40.0583238,-74.4056612,16
"679",41.430586,-74.397781,1
"680",40.4594021,-74.360846,1
"681",40.2136754,-74.3000878,1
"682",40.2897815,-74.2876618,1
"683",40.350434,-74.285247,1
"684",40.7527093,-74.2359072,1
"685",40.4232084,-74.2090794,1
"686",39.9522918,-74.2034468,1
"687",40.3451095,-74.1840322,1
"688",40.745724,-74.172162,1
"689",40.788434,-74.1331988,1
"690",40.6045525,-74.1199014,1
"691",40.9039878,-74.118476,1
"692",40.6687141,-74.1143091,1
"693",40.9262762,-74.07701,1
"694",41.0375968,-74.0406956,1
"695",40.2949331,-74.033118,1
"696",40.6261638,-74.0329499,1
"697",40.7439905,-74.0323626,1
"698",40.169294,-74.022803,1
"699",40.7127837,-74.0059413,65
"700",40.7136231,-74.0044432,1
"701",40.723301,-74.0029883,1
"702",40.7245517,-73.9969495,1
"703",40.75048,-73.993384,1
"704",40.7427053,-73.9931761,1
"705",40.7527648,-73.989662,1
"706",40.7441552,-73.9883856,1
"707",40.7721673,-73.9875806,1
"708",40.7567217,-73.9867329,1
"709",40.7547176,-73.9827734,1
"710",40.7521501,-73.9788248,1
"711",40.758045,-73.9769745,1
"712",40.7622974,-73.9734655,1
"713",40.7577029,-73.9723758,1
"714",40.7830603,-73.9712488,3
"715",41.5048158,-73.9695832,1
"716",40.7506666,-73.9689023,1
"717",40.7724058,-73.9651629,1
"718",40.777365,-73.9616659,1
"719",41.9209018,-73.9612887,1
"720",42.0775906,-73.9529126,1
"721",40.6781784,-73.9441579,5
"722",42.8142432,-73.9395687,1
"723",40.8278208,-73.9259438,1
"724",41.6002842,-73.9202391,1
"725",40.8447819,-73.8648268,1
"726",40.7195973,-73.8472947,1
"727",40.7605434,-73.827133,1
"728",40.7282239,-73.7948516,3
"729",41.1220194,-73.7948516,1
"730",40.7215967,-73.7946899,1
"731",40.64732,-73.7904237,1
"732",40.9114882,-73.7823549,2
"733",40.6413111,-73.7781391,3
"734",42.6525793,-73.7562317,1
"735",40.6642699,-73.7084645,1
"736",40.7267682,-73.6342954,1
"737",45.4559071,-73.6196451,1
"738",40.7526008,-73.6104058,1
"739",45.5016889,-73.567256,4
"740",52.9399159,-73.5491361,1
"741",40.7764882,-73.4673454,1
"742",41.5770433,-73.4085463,1
"743",41.117744,-73.4081575,2
"744",40.7316379,-73.350951,1
"745",41.1408363,-73.2612615,1
"746",40.8212188,-73.2519376,3
"747",40.789142,-73.134961,4
"748",40.8937312,-73.0976232,1
"749",41.6032207,-73.087749,3
"750",41.3539107,-72.9252738,1
"751",41.2799027,-72.8141185,1
"752",41.6612104,-72.7795419,1
"753",42.1250929,-72.749538,1
"754",42.2292572,-72.7300929,1
"755",41.7637111,-72.6850932,1
"756",41.5623209,-72.6506488,1
"757",42.1014831,-72.589811,2
"758",41.378972,-72.1056514,1
"759",41.5226257,-72.0883141,1
"760",42.245926,-71.9086843,1
"761",42.2625932,-71.8022934,3
"762",42.4167635,-71.6829081,1
"763",42.0772429,-71.6302532,1
"764",43.1938516,-71.5723953,5
"765",42.0028761,-71.5147839,1
"766",42.4072107,-71.3824374,17
"767",41.9695516,-71.3565439,1
"768",42.0667652,-71.3281114,1
"769",42.8806437,-71.3273346,1
"770",43.733949,-71.323961,1
"771",42.6334247,-71.3161718,1
"772",41.4901024,-71.3128285,1
"773",42.4906231,-71.2760089,1
"774",42.5584218,-71.2689461,2
"775",41.6023245,-71.2503257,1
"776",42.0653812,-71.2478251,8
"777",42.0621676,-71.2287036,1
"778",42.3463503,-71.1626756,1
"779",41.7014912,-71.1550451,1
"780",42.1584324,-71.1447732,1
"781",42.3458622,-71.109152,1
"782",42.3428653,-71.1002881,1
"783",42.2771417,-71.0913748,1
"784",41.6603806,-71.0883762,1
"785",42.5039395,-71.0723391,1
"786",42.2495321,-71.0661653,2
"787",42.4584292,-71.0661633,1
"788",42.3782065,-71.0602131,1
"789",42.3600825,-71.0588801,37
"790",42.308848,-71.055892,1
"791",42.3538818,-71.0518966,1
"792",42.2079017,-71.0040013,2
"793",42.2528772,-71.0022705,1
"794",42.4136428,-70.9915997,1
"795",42.7250918,-70.9911659,1
"796",42.427081,-70.9837369,1
"797",42.466763,-70.9494938,1
"798",42.4709437,-70.9175562,1
"799",42.1306563,-70.9161551,1
"800",41.6376043,-70.9036487,1
"801",42.51954,-70.8967155,1
"802",43.1978624,-70.8736698,1
"803",43.9653889,-70.8226541,5
"804",43.0751946,-70.760349,1
"805",42.195929,-70.7258633,1
"806",41.9584457,-70.6672621,1
"807",41.7003208,-70.3002024,1
"808",41.6687897,-70.2962408,2
"809",43.661471,-70.2553259,1
"810",43.656721,-70.250557,1
"811",44.100351,-70.2147764,1
"812",44.2300698,-69.7753222,1
"813",45.253783,-69.4454689,3
"814",46.585532,-64.985716,1
"815",44.6487635,-63.5752387,1
"816",46.2486851,-60.851817,1
